id,title,frequency,units,popularity
CPIUKQ,Consumer Price Index in the United Kingdom,Quarterly,Index 2015=100,25
MESTHPI,All-Transactions House Price Index for Maine,Quarterly,Index 1980:Q1=100,24
LTCYUK,Consol (Long-term bond) yields in the United Kingdom,Quarterly,Percent per Annum,24
MEXCPIENGQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Energy for Mexico",Quarterly,Index 2015=100,24
SCSTHPI,All-Transactions House Price Index for South Carolina,Quarterly,Index 1980:Q1=100,24
WUIIDN,World Uncertainty Index for Indonesia,Quarterly,Index,24
RCCCBACTDPD90P,Large Bank Consumer Credit Card Balances: 90 or More Days Past Due Rates: Accounts Based,"Quarterly, End of Quarter",Percent,24
ATNHPIUS31540Q,"All-Transactions House Price Index for Madison, WI (MSA)",Quarterly,Index 1995:Q1=100,24
RISTHPI,All-Transactions House Price Index for Rhode Island,Quarterly,Index 1980:Q1=100,24
A011RE1Q156NBEA,Shares of gross domestic product: Gross private domestic investment: Fixed investment: Residential,Quarterly,Percent,24
DEMCC,Net Percentage of Domestic Banks Reporting Stronger Demand for Credit Card Loans,Quarterly,Percent,24
BOGZ1FL164090015Q,"Nonprofit Organizations; Total Financial Assets Held by Private Foundations, Level",Quarterly,Millions of Dollars,24
BOGZ1FL073161133Q,"Interest Rates and Price Indexes; 3-Month Treasury Yield, Level",Quarterly,Millions of Dollars,24
ROWFDNQ027S,"Rest of the World; Foreign Direct Investment in U.S.; Asset (Current Cost), Level",Quarterly,Millions of Dollars,24
WFRBLN40080,Total Net Worth Held by the 50th to 90th Wealth Percentiles,Quarterly,Millions of Dollars,24
RCCCBSHRFULL,Large Bank Consumer Credit Card Balances: Share of Accounts Making Full Balance Payment,"Quarterly, End of Quarter",Percent,24
QBPQYLNLOSS,Income and Expense: Provision for Loan and Lease Losses,Quarterly,Millions of U.S. Dollars,24
QDER368BIS,Real Residential Property Prices for Germany,Quarterly,Percent per Annum,24
TABSNNCB,"Nonfinancial Corporate Business; Total Assets, Level","Quarterly, End of Period",Billions of Dollars,24
USEPUFEARINDX,Migration Fear Index for the United States,Quarterly,Index,24
QBPLNTLNNTCGOFFR,Loan Performance: Total Loans and Leases: Net Charge-Off Rate,Quarterly,Percent,24
MOSTHPI,All-Transactions House Price Index for Missouri,Quarterly,Index 1980:Q1=100,23
QIDR628BIS,Real Residential Property Prices for Indonesia,Quarterly,Index 2010=100,23
CLVMNACNSAB1GQNL,Real Gross Domestic Product for Netherlands,Quarterly,Millions of Chained 2010 Euros,23
DALLSRESFRMACBEP,"Asset Quality Measures, Delinquencies on All Loans and Leases, Secured by Real Estate, Single-Family Residential Mortgages, Booked in Domestic Offices, All Commercial Banks","Quarterly, End of Period",Millions of Dollars,23
HMLBSHNO,"Households and Nonprofit Organizations; One-to-Four-Family Residential Mortgages; Liability, Level","Quarterly, End of Period",Billions of Dollars,23
QTAXTOTALQTAXCAT3FLNO,State Tax Collections: Total Taxes for Florida,Quarterly,Millions of U.S. Dollars,23
NCBCEPNW,"Nonfinancial Corporate Business; Corporate Equities as a Percentage of Net Worth, Level","Quarterly, End of Period",Percent,23
QFRR628BIS,Real Residential Property Prices for France,Quarterly,Index 2010=100,23
QUSPAMUSDA,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for United States","Quarterly, End of Quarter",Billions of US Dollars,23
NVSTHPI,All-Transactions House Price Index for Nevada,Quarterly,Index 1980:Q1=100,23
ASPNE,Average Sales Price of Houses Sold for the Northeast Census Region,Quarterly,Dollars,23
QCNPAM770A,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for China","Quarterly, End of Quarter",Percentage of GDP,23
BOGZ1FL192000005Q,"Households; Total Assets, Level",Quarterly,Millions of Dollars,23
ATNHPIUS31084Q,"All-Transactions House Price Index for Los Angeles-Long Beach-Glendale, CA (MSAD)",Quarterly,Index 1995:Q1=100,23
WFRBST01108,Share of Total Assets Held by the Top 1% (99th to 100th Wealth Percentiles),Quarterly,Percent of Aggregate,23
RCMFLOACT,Large Bank Consumer Mortgage Originations: Number of New Accounts,"Quarterly, Sum",Number,23
NCBCDCA,"Nonfinancial Corporate Business; Checkable Deposits and Currency; Asset (Excluding eREITs), Level","Quarterly, End of Period",Billions of Dollars,22
NC000349Q,Personal Consumption Expenditures,Quarterly,Index 2017=100,22
ATNHPIUS44060Q,"All-Transactions House Price Index for Spokane-Spokane Valley, WA (MSA)",Quarterly,Index 1995:Q1=100,22
CPGRLE01USQ657N,Consumer Price Index: OECD Groups: All Items Non-Food Non-Energy: Total for United States,Quarterly,Growth rate previous period,22
ATNHPIUS36084Q,"All-Transactions House Price Index for Oakland-Berkeley-Livermore, CA (MSAD)",Quarterly,Index 1995:Q1=100,22
ASTLL,"All Sectors; Total Loans; Liability, Level",Quarterly,Millions of Dollars,22
TLBSHNO,"Households and Nonprofit Organizations; Total Liabilities, Level","Quarterly, End of Period",Billions of Dollars,22
BOGZ1FL010000346Q,"Financial Soundness Indicator, Households; Debt Service and Principal Payments as a Percent of Income, Level",Quarterly,Percent,22
ATNHPIUS40060Q,"All-Transactions House Price Index for Richmond, VA (MSA)",Quarterly,Index 1995:Q1=100,22
LEU0252881600Q,Employed full time: Median usual weekly real earnings: Wage and salary workers: 16 years and over,Quarterly,1982-84 CPI Adjusted Dollars,22
KSSTHPI,All-Transactions House Price Index for Kansas,Quarterly,Index 1980:Q1=100,22
LEU0252882500Q,Employed full time: Median usual weekly real earnings: Wage and salary workers: 25 years and over: Men,Quarterly,1982-84 CPI Adjusted Dollars,22
AUSCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Australia",Quarterly,Index 2015=100,22
WFRBSN09149,Share of Corporate Equities and Mutual Fund Shares Held by the 90th to 99th Wealth Percentiles,Quarterly,Percent of Aggregate,22
VAPGDPR,Value Added by Industry: Retail Trade as a Percentage of GDP,Quarterly,Percent,22
RCCCBBALREV,Large Bank Consumer Credit Card Balances: Revolving Balances Only,"Quarterly, End of Quarter",Billions of U.S. Dollars,22
PMAIZMTUSDQ,Global price of Corn,Quarterly,U.S. Dollars per Metric Ton,22
CLVMNACNSAB1GQIE,Real Gross Domestic Product for Ireland,Quarterly,Millions of Chained 2010 Euros,22
HDTGPDGBQ163N,Household Debt to GDP for United Kingdom,Quarterly,Ratio,22
HOLHORUSQ156N,Homeownership Rates by Race and Ethnicity: Hispanic (of Any Race) in the United States,Quarterly,Percent,22
Q10119USQ144NNBR,"New Corporate Securities Issued, Debt, All Industries for United States",Quarterly,Millions of Dollars,22
EQTA,Total Equity to Total Assets for Banks (DISCONTINUED),"Quarterly, End of Period",Percent,22
QBRN628BIS,Residential Property Prices for Brazil,Quarterly,Index 2010=100,22
WUPI,World Pandemic Uncertainty Index,Quarterly,Index,21
QTHN628BIS,"Residential Property Prices for Bangkok, Thailand",Quarterly,Index 2010=100,21
SUBLPDRCDC,Net Percentage of Domestic Banks Reporting Stronger Demand for Commercial Real Estate Loans with Construction and Land Development Purposes,Quarterly,Percent,21
QBPBSLEVK,Balance Sheet: Tier 1 Leverage Capital (PCA Definition),Quarterly,Millions of U.S. Dollars,21
TABSHNO,"Households and Nonprofit Organizations; Total Assets, Level","Quarterly, End of Period",Billions of Dollars,21
QCNN368BIS,Residential Property Prices for China,Quarterly,Percent per Annum,21
ATNHPIUS32820Q,"All-Transactions House Price Index for Memphis, TN-MS-AR (MSA)",Quarterly,Index 1995:Q1=100,21
CIU2023000500000I,"Employment Cost Index: Wages and salaries for Private industry workers in Manufacturing; production, transportation, and material moving",Quarterly,Index Dec 2005=100,21
PSUGAUSAUSDQ,"Global price of Sugar, No. 16, US",Quarterly,U.S. Cents per Pound,21
VTSTHPI,All-Transactions House Price Index for Vermont,Quarterly,Index 1980:Q1=100,21
ATNHPIUS16700Q,"All-Transactions House Price Index for Charleston-North Charleston, SC (MSA)",Quarterly,Index 1995:Q1=100,21
BOGZ1LM654090000Q,"Mutual Funds; Total Financial Assets, Market Value Levels",Quarterly,Millions of Dollars,21
ATNHPIUS11460Q,"All-Transactions House Price Index for Ann Arbor, MI (MSA)",Quarterly,Index 1995:Q1=100,21
VAPGDPPBS,Value Added by Industry: Professional and Business Services as a Percentage of GDP,Quarterly,Percent,21
QBPQYTIEX,Income and Expense: Total Interest Expense,Quarterly,Millions of U.S. Dollars,21
CCLBSHNO,"Households and Nonprofit Organizations; Consumer Credit; Liability, Level","Quarterly, End of Period",Billions of Dollars,21
ATNHPIUS31140Q,"All-Transactions House Price Index for Louisville/Jefferson County, KY-IN (MSA)",Quarterly,Index 1995:Q1=100,21
DRSDSP,Net Percentage of Domestic Banks Reporting Stronger Demand for Subprime Mortgage Loans,Quarterly,Percent,21
ATNHPIUS40140Q,"All-Transactions House Price Index for Riverside-San Bernardino-Ontario, CA (MSA)",Quarterly,Index 1995:Q1=100,21
QITN628BIS,Residential Property Prices for Italy,Quarterly,Index 2010=100,21
IASTHPI,All-Transactions House Price Index for Iowa,Quarterly,Index 1980:Q1=100,20
DABSHNO,"Households and Nonprofit Organizations; Total Currency and Deposits Including Money Market Fund Shares; Asset, Level","Quarterly, End of Period",Billions of Dollars,20
WFRBLB50081,Total Assets Held by the Bottom 50% (1st to 50th Wealth Percentiles),Quarterly,Millions of Dollars,20
QCAN368BIS,Residential Property Prices for Canada,Quarterly,Percent per Annum,20
QBPBSTLKTEQKTBKEQKCMYAFS,Balance Sheet: Total Liabilities and Capital: Total Equity Capital: Total Bank Equity Capital: Cumulative Other Comprehensive Income: Net Unrealized Gains/Losses on A-F-S Securities,Quarterly,Millions of U.S. Dollars,20
BOGZ1FL073164003Q,"Interest Rates and Price Indexes; NYSE Composite Index, Level",Quarterly,Millions of Dollars,20
CHNCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for China",Quarterly,Index 2015=100,20
ATNHPIUS11700Q,"All-Transactions House Price Index for Asheville, NC (MSA)",Quarterly,Index 1995:Q1=100,20
CPALWE01USQ661N,Consumer Price Index: All Items: Wage Earners: Total for United States,Quarterly,Index 2015=100,20
LEU0252919100Q,Employed full time: Median usual weekly nominal earnings (second quartile): Wage and salary workers: Bachelor's degree only: 25 years and over,Quarterly,Dollars,20
QAUR368BIS,Real Residential Property Prices for Australia,Quarterly,Percent per Annum,20
CBLBSNNCB,"Nonfinancial Corporate Business; Corporate Bonds; Liability (Excluding eREITs), Level","Quarterly, End of Period",Billions of Dollars,20
ATNHPIUS35380Q,"All-Transactions House Price Index for New Orleans-Metairie, LA (MSA)",Quarterly,Index 1995:Q1=100,20
WUITUR,World Uncertainty Index for Turkey,Quarterly,Index,20
QBGN628BIS,Residential Property Prices for Bulgaria,Quarterly,Index 2010=100,20
ATNHPIUS33340Q,"All-Transactions House Price Index for Milwaukee-Waukesha, WI (MSA)",Quarterly,Index 1995:Q1=100,20
BOGZ1FL073164013Q,"Interest Rates and Price Indexes; Dow Jones U.S. Total Market Index, Level",Quarterly,Millions of Dollars,20
DRSDCIS,Net Percentage of Domestic Banks Reporting Stronger Demand for Commercial and Industrial Loans from Small Firms,Quarterly,Percent,20
IR3TCD01USQ156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Certificates of Deposit: Total for United States,Quarterly,Percent,20
BOERUKQ,Bank of England Policy Rate in the United Kingdom,Quarterly,Percent per Annum,20
QLUN628BIS,Residential Property Prices for Luxembourg,Quarterly,Index 2010=100,20
QKRN628BIS,Residential Property Prices for Republic of Korea,Quarterly,Index 2010=100,20
QSGN628BIS,Residential Property Prices for Singapore,Quarterly,Index 2010=100,19
USRECQM,NBER based Recession Indicators for the United States from the Peak through the Trough,Quarterly,+1 or 0,19
Q10068USQ156NNBR,Default Index of Foreign Government Bonds Publicly Offered in United States for United States,Quarterly,Percent,19
QFR105INFUSNO,Quarterly Financial Report: U.S. Corporations: All Information: Interest Expense,Quarterly,Millions of Dollars,19
ATNHPIUS46520Q,"All-Transactions House Price Index for Urban Honolulu, HI (MSA)",Quarterly,Index 1995:Q1=100,19
ATNHPIUS26620Q,"All-Transactions House Price Index for Huntsville, AL (MSA)",Quarterly,Index 1995:Q1=100,19
PSALMUSDQ,Global price of Fish,Quarterly,U.S. Dollars per Metric Ton,19
JPNCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Japan",Quarterly,Index 2015=100,19
ATNHPIUS15380Q,"All-Transactions House Price Index for Buffalo-Cheektowaga, NY (MSA)",Quarterly,Index 1995:Q1=100,19
BPFADI03CNQ637N,Financial Account: Liabilities: Direct Foreign Investment in Reporting Country for China (DISCONTINUED),Quarterly,"US Dollars, Sum Over Component Sub-periods",19
BOGZ1FL892090005Q,"All Sectors; U.S. Wealth, Level",Quarterly,Millions of Dollars,19
ATNHPIUS46140Q,"All-Transactions House Price Index for Tulsa, OK (MSA)",Quarterly,Index 1995:Q1=100,19
WFRBL99T999308,Household Count in the 99th to 99.9th Wealth Percentiles,Quarterly,Number of Households,19
U6UNEM6CA,"Total Unemployed, Plus All Marginally Attached Workers, Plus Total Employed Part Time for Economic Reasons, as a Percent of the Civilian Labor Force Plus All Marginally Attached Workers for California",Quarterly,"Percent, 4-Quarter Moving Average",19
VAPGDPAFH,"Value Added by Industry: Agriculture, Forestry, Fishing, and Hunting as a Percentage of GDP",Quarterly,Percent,19
AGSEBMPTCMAHDFS,"Agency-and GSE-Backed Mortgage Pools; Total Mortgages; Asset, Level","Quarterly, End of Period",Millions of Dollars,19
ASPMW,Average Sales Price of Houses Sold for the Midwest Census Region,Quarterly,Dollars,19
RCCCONUMACT,Large Bank Consumer Credit Card Originations: Number of New Accounts,"Quarterly, Sum",Millions,19
ITACPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Italy",Quarterly,Index 2015=100,19
ATNHPIUS23104Q,"All-Transactions House Price Index for Fort Worth-Arlington-Grapevine, TX (MSAD)",Quarterly,Index 1995:Q1=100,19
WFRBSB50189,Share of Total Assets Held by the Bottom 50% (1st to 50th Wealth Percentiles),Quarterly,Percent of Aggregate,19
RCCCBBALDPD30P,Large Bank Consumer Credit Card Balances: 30 or More Days Past Due Rates: Balances Based,"Quarterly, End of Quarter",Percent,19
DRCCLOBN,"Delinquency Rate on Credit Card Loans, Banks Not Among the 100 Largest in Size by Assets","Quarterly, End of Period",Percent,19
QDKR628BIS,Real Residential Property Prices for Denmark,Quarterly,Index 2010=100,19
LASTHPI,All-Transactions House Price Index for Louisiana,Quarterly,Index 1980:Q1=100,19
ECOMNSA,E-Commerce Retail Sales,Quarterly,Millions of Dollars,19
Q09043DEQ155NNBR,Bankruptcy Proceedings Started Plus Bankruptcies Declined Because of Lack of Assets for Germany,Quarterly,Number,19
USNINC,Net Income for Commercial Banks in United States (DISCONTINUED),Quarterly,Thousands of Dollars,19
PPOILUSDQ,Global price of Palm Oil,Quarterly,U.S. Dollars per Metric Ton,19
ZAFCPIENGQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Energy for South Africa",Quarterly,Index 2015=100,19
QUSNAM770A,"Total Credit to Non-Financial Corporations, Adjusted for Breaks, for United States","Quarterly, End of Quarter",Percentage of GDP,19
HDTGPDAUQ163N,Household Debt to GDP for Australia,Quarterly,Ratio,19
QCYN628BIS,Residential Property Prices for Cyprus,Quarterly,Index 2010=100,19
DEULCWRMN01IXOBQ,Labor Compensation: Wage Rate: Manufacturing: Hourly for Germany,Quarterly,Index 2015=100,19
WUIGLOBALSMPAVG,World Uncertainty Index: Global: Simple Average,Quarterly,Index,19
WFRBLTP1227,Total Assets Held by the Top 0.1% (99.9th to 100th Wealth Percentiles),Quarterly,Millions of Dollars,19
QBPBSTLKDP,Balance Sheet: Total Liabilities and Capital: Deposits,Quarterly,Millions of U.S. Dollars,18
ATNHPIUS13820Q,"All-Transactions House Price Index for Birmingham-Hoover, AL (MSA)",Quarterly,Index 1995:Q1=100,18
ATNHPIUS24860Q,"All-Transactions House Price Index for Greenville-Anderson, SC (MSA)",Quarterly,Index 1995:Q1=100,18
WFRBLN40059,Checkable Deposits and Currency Held by the 50th to 90th Wealth Percentiles,Quarterly,Millions of Dollars,18
LEU0252916700Q,Employed full time: Median usual weekly nominal earnings (second quartile): Wage and salary workers: Less than a High School diploma: 25 years and over,Quarterly,Dollars,18
ATNHPIUS13460Q,"All-Transactions House Price Index for Bend, OR (MSA)",Quarterly,Index 1995:Q1=100,18
QBPBSTASFEDREVREPO,Balance Sheet: Total Assets: Federal Funds Sold and Reverse Repurchase Agreements,Quarterly,Millions of U.S. Dollars,18
ATNHPIUS24340Q,"All-Transactions House Price Index for Grand Rapids-Kentwood, MI (MSA)",Quarterly,Index 1995:Q1=100,18
IRLTLT01DEQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Germany,Quarterly,Percent,18
GBRCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for United Kingdom",Quarterly,Index 2015=100,18
VAPGDPRL,"Value Added by Industry: Finance, Insurance, Real Estate, Rental, and Leasing: Real Estate and Rental and Leasing as a Percentage of GDP",Quarterly,Percent,18
ATNHPIUS11260Q,"All-Transactions House Price Index for Anchorage, AK (MSA)",Quarterly,Index 1995:Q1=100,18
HDTGPDDEQ163N,Household Debt to GDP for Germany,Quarterly,Ratio,18
ATNHPIUS11244Q,"All-Transactions House Price Index for Anaheim-Santa Ana-Irvine, CA (MSAD)",Quarterly,Index 1995:Q1=100,18
ARSTHPI,All-Transactions House Price Index for Arkansas,Quarterly,Index 1980:Q1=100,18
USLSTL,Net Loan Losses to Average Total Loans for all U.S. Banks (DISCONTINUED),"Quarterly, End of Period",Percent,18
QNOR628BIS,Real Residential Property Prices for Norway,Quarterly,Index 2010=100,18
TLBSNNCB,"Nonfinancial Corporate Business; Total Liabilities, Level","Quarterly, End of Period",Billions of Dollars,18
ATNHPIUS20500Q,"All-Transactions House Price Index for Durham-Chapel Hill, NC (MSA)",Quarterly,Index 1995:Q1=100,18
VAPGDPM,Value Added by Industry: Mining as a Percentage of GDP,Quarterly,Percent,18
ATNHPIUS35614Q,"All-Transactions House Price Index for New York-Jersey City-White Plains, NY-NJ (MSAD)",Quarterly,Index 1995:Q1=100,18
USACPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for United States",Quarterly,Index 2015=100,18
IR3TIB01USQ156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for United States,Quarterly,Percent,18
ATNHPIUS40380Q,"All-Transactions House Price Index for Rochester, NY (MSA)",Quarterly,Index 1995:Q1=100,18
VAPGDPSPI,Value Added by Industry: Private Services-Producing Industries as a Percentage of GDP,Quarterly,Percent,18
DRSFRMOBN,"Delinquency Rate on Single-Family Residential Mortgages, Booked in Domestic Offices, Banks Not Among the 100 Largest in Size by Assets","Quarterly, End of Period",Percent,18
SUBLPDHMSENQ,Net Percentage of Domestic Banks Tightening Standards for GSE-Eligible Mortgage Loans,Quarterly,Percent,18
QBPBSNLNNCRD,Balance Sheet: Unused Loan Commitments - Total: Unused Credit Card Lines,Quarterly,Millions of U.S. Dollars,17
QBPBSTASTLN,Balance Sheet: Total Assets: Total Loans and Leases,Quarterly,Millions of U.S. Dollars,17
DRCCLT100N,"Delinquency Rate on Credit Card Loans, Banks Ranked 1st to 100th Largest in Size by Assets","Quarterly, End of Period",Percent,17
ASPS,Average Sales Price of Houses Sold for the South Census Region,Quarterly,Dollars,17
EQFXSUBPRIME036061,"Equifax Subprime Credit Population for New York County, NY",Quarterly,Percent,17
BOGZ1FL153050015Q,"Households and Nonprofit Organizations; Retirement Assets, Level",Quarterly,Millions of Dollars,17
HNOTSAQ027S,"Households and Nonprofit Organizations; Treasury Securities; Asset, Level",Quarterly,Millions of Dollars,17
KYSTHPI,All-Transactions House Price Index for Kentucky,Quarterly,Index 1980:Q1=100,17
REV53TAXABL144QNSA,"Total Revenue for Real Estate and Rental and Leasing, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,17
ASPW,Average Sales Price of Houses Sold for the West Census Region,Quarterly,Dollars,17
BOGZ1LM893064105Q,"All Sectors; Corporate Equities; Asset, Market Value Levels",Quarterly,Millions of Dollars,17
QFR201INFUSNO,Quarterly Financial Report: U.S. Corporations: All Information: Cash and Demand Deposits in the U.S.,Quarterly,Millions of Dollars,17
WFRBST01112,Share of Financial Assets Held by the Top 1% (99th to 100th Wealth Percentiles),Quarterly,Percent of Aggregate,17
SRPSABSNNCB,"Nonfinancial Corporate Business; Security Repurchase Agreements; Asset, Level","Quarterly, End of Period",Billions of Dollars,17
PNRGINDEXQ,Global price of Energy index,Quarterly,Index 2016 = 100,17
NCBLL,"Nonfinancial Corporate Business; Loans; Liability, Level",Quarterly,Millions of Dollars,17
COMREPGBQ159N,Commercial Real Estate Prices for United Kingdom,Quarterly,Percent Change from Year Ago,17
ATNHPIUS22660Q,"All-Transactions House Price Index for Fort Collins, CO (MSA)",Quarterly,Index 1995:Q1=100,17
WFRBSB50203,Share of Corporate Equities and Mutual Fund Shares Held by the Bottom 50% (1st to 50th Wealth Percentiles),Quarterly,Percent of Aggregate,17
IDSAMRIAO3P,"Amount Outstanding of International Debt Securities for All Issuers, All Maturities, Residence of Issuer in All countries",Quarterly,Millions of US Dollars,17
MDOTHIOH,Mortgage Debt Outstanding by Type of Holder: Individuals and Other Holders (DISCONTINUED),"Quarterly, End of Period",Millions of Dollars,17
POILWTIUSDQ,Global price of WTI Crude,Quarterly,U.S. Dollars per Barrel,17
BOGZ1FL624123035Q,"Hedge Funds; Loans, Total Secured Borrowing Via Prime Brokerages (Margin Accounts); Liability, Level",Quarterly,Millions of Dollars,17
ATNHPIUS36540Q,"All-Transactions House Price Index for Omaha-Council Bluffs, NE-IA (MSA)",Quarterly,Index 1995:Q1=100,17
IEAMGSN,Imports of goods and services,Quarterly,Millions of Dollars,17
ATNHPIUS15764Q,"All-Transactions House Price Index for Cambridge-Newton-Framingham, MA (MSAD)",Quarterly,Index 1995:Q1=100,17
ATNHPIUS23420Q,"All-Transactions House Price Index for Fresno, CA (MSA)",Quarterly,Index 1995:Q1=100,17
HNOCEA,"Households and Nonprofit Organizations; Corporate Equities; Asset, Market Value Levels",Quarterly,Billions of Dollars,17
PWHEAMTUSDQ,Global price of Wheat,Quarterly,U.S. Dollars per Metric Ton,17
QBPBSTLKDPDOFFDPBRKDP,Balance Sheet: Total Liabilities and Capital: Deposits: Domestic Office Deposits: Brokered Deposits,Quarterly,Millions of U.S. Dollars,17
USNP,Total Nonperforming Loans for Commercial Banks in United States (DISCONTINUED),Quarterly,Thousands of Dollars,17
NGDPNSAXDCRUQ,Nominal Gross Domestic Product for Russia,Quarterly,Domestic Currency,17
QGRN628BIS,Residential Property Prices for Greece,Quarterly,Index 2010=100,17
ATNHPIUS16860Q,"All-Transactions House Price Index for Chattanooga, TN-GA (MSA)",Quarterly,Index 1995:Q1=100,17
WFRBLT01014,Corporate Equities and Mutual Fund Shares Held by the Top 1% (99th to 100th Wealth Percentiles),Quarterly,Millions of Dollars,16
ND000349Q,Real Personal Consumption Expenditures,Quarterly,Billions of Chained 2017 Dollars,16
IRSTFR01USQ156N,Interest Rates: Immediate Rates (< 24 Hours): Federal Funds Rate: Total for United States,Quarterly,Percent,16
QRUN628BIS,Residential Property Prices for Russian Federation,Quarterly,Index 2010=100,16
QROR628BIS,Real Residential Property Prices for Romania,Quarterly,Index 2010=100,16
CIU2012300000000I,Employment Cost Index: Total compensation for Private industry workers in Construction,Quarterly,Index Dec 2005=100,16
QNZN628BIS,Residential Property Prices for New Zealand,Quarterly,Index 2010=100,16
LEU0252916100Q,Employed full time: Usual weekly nominal earnings (first quartile): Wage and salary workers: 25 years and over,Quarterly,Dollars,16
INTDSREZQ193N,"Interest Rates, Discount Rate for Euro Area",Quarterly,Percent per Annum,16
CIU1010000520000I,Employment Cost Index: Total compensation for All Civilian workers in Transportation and material moving,Quarterly,Index Dec 2005=100,16
ATNHPIUS48620Q,"All-Transactions House Price Index for Wichita, KS (MSA)",Quarterly,Index 1995:Q1=100,16
NGDPNSAXDCINQ,Nominal Gross Domestic Product for India,Quarterly,Domestic Currency,16
WUIVNM,World Uncertainty Index for Vietnam,Quarterly,Index,16
MMFSABSHNO,"Households and Nonprofit Organizations; Money Market Fund Shares; Asset, Level","Quarterly, End of Period",Billions of Dollars,16
FBTFASQ027S,"Domestic Financial Sectors; Total Financial Assets, Level",Quarterly,Millions of Dollars,16
SCABSHNO,"Households and Nonprofit Organizations; Cash Accounts at Brokers and Dealers, Level","Quarterly, End of Period",Billions of Dollars,16
QTAXTOTALQTAXCAT3TXNO,State Tax Collections: Total Taxes for Texas,Quarterly,Millions of U.S. Dollars,16
TSDABSNNCB,"Nonfinancial Corporate Business; Total Time and Savings Deposits; Asset, Level","Quarterly, End of Period",Billions of Dollars,16
ECOMPCTNSA,E-Commerce Retail Sales as a Percent of Total Sales,Quarterly,Percent,16
CIU2010000520000I,Employment Cost Index: Total compensation for Private industry workers in Transportation and material moving,Quarterly,Index Dec 2005=100,16
KORCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Korea",Quarterly,Index 2015=100,16
WFRBLN40302,Minimum Wealth Cutoff for the 50th to 90th Wealth Percentiles,Quarterly,Dollars,16
BOGZ1FL632051000Q,"Money Market Funds; Security Repurchase Agreements; Asset, Level",Quarterly,Millions of Dollars,16
ATNHPIUS12580Q,"All-Transactions House Price Index for Baltimore-Columbia-Towson, MD (MSA)",Quarterly,Index 1995:Q1=100,15
QCZR628BIS,Real Residential Property Prices for Czech Republic,Quarterly,Index 2010=100,15
ATNHPIUS12540Q,"All-Transactions House Price Index for Bakersfield-Delano, CA (MSA)",Quarterly,Index 1995:Q1=100,15
QPTN628BIS,Residential Property Prices for Portugal,Quarterly,Index 2010=100,15
IIPPORTAQ,U.S. Assets: Portfolio Investment,"Quarterly, End of Period",Millions of Dollars,15
NESTHPI,All-Transactions House Price Index for Nebraska,Quarterly,Index 1980:Q1=100,15
Q10096USQ144NNBR,"New Manufacturing Capital Expenditures for Plant and Equipment, Current Prices for United States",Quarterly,Millions of Dollars,15
NCOALLCIACB,"Asset Quality Measures, Net Charge-Offs on All Loans and Leases, Commercial and Industrial, All Commercial Banks",Quarterly,Millions of Dollars,15
BOGZ1FL194190005Q,"Households; Total Liabilities, Level",Quarterly,Millions of Dollars,15
REITTMA,"Real Estate Investment Trusts; Total Mortgages; Asset, Level",Quarterly,Millions of Dollars,15
WUIUSA,World Uncertainty Index for United States,Quarterly,Index,15
EOCCUSQ176N,Housing Inventory Estimate: Occupied Housing Units in the United States,Quarterly,Thousands of Units,15
MSSTHPI,All-Transactions House Price Index for Mississippi,Quarterly,Index 1980:Q1=100,15
WFRBLN09303,Household Count in the 90th to 99th Wealth Percentiles,Quarterly,Number of Households,15
QHUR628BIS,Real Residential Property Prices for Hungary,Quarterly,Index 2010=100,15
TFAABSNNCB,"Nonfinancial Corporate Business; Total Financial Assets, Level","Quarterly, End of Period",Billions of Dollars,15
ATNHPIUS19780Q,"All-Transactions House Price Index for Des Moines-West Des Moines, IA (MSA)",Quarterly,Index 1995:Q1=100,15
ATNHPIUS23540Q,"All-Transactions House Price Index for Gainesville, FL (MSA)",Quarterly,Index 1995:Q1=100,15
BOGZ1FL194022005Q,"Households; Debt Securities; Asset, Level",Quarterly,Millions of Dollars,15
NZLCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for New Zealand",Quarterly,Index 2015=100,15
